Respondent,Languages 
18896,HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript
18897,C#;HTML/CSS;Java
18898,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Rust;SQL
18899,C;C#;HTML/CSS;JavaScript;PHP;SQL
18900,HTML/CSS;JavaScript;PHP;SQL
18901,HTML/CSS;JavaScript;PHP;SQL
18902,C#;HTML/CSS;JavaScript;TypeScript
18903,HTML/CSS;JavaScript;TypeScript
18904,Bash/Shell/PowerShell;C;C++;Python
18905,HTML/CSS;JavaScript
18906,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
18907,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
18908,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
18909,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
18910,Dart;Java;JavaScript;Kotlin;Python
18911,HTML/CSS;JavaScript
18912,C++;HTML/CSS;JavaScript;PHP;Python
18913,C#;HTML/CSS;JavaScript;SQL;TypeScript
18914,Bash/Shell/PowerShell;C;JavaScript;PHP;Python;SQL
18915,Python
18916,HTML/CSS;Java;JavaScript;PHP;SQL
18917,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
18918,Bash/Shell/PowerShell;C;C++;Go;Python
18919,Bash/Shell/PowerShell;HTML/CSS;Python;R
18920,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
18921,Java
18922,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby;SQL
18923,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;SQL
18924,C#;HTML/CSS;JavaScript;SQL
18925,HTML/CSS;JavaScript;PHP
18926,JavaScript;PHP;Python;SQL
18927,HTML/CSS;JavaScript;PHP
18928,HTML/CSS;JavaScript;Python
18929,JavaScript;PHP
18930,Bash/Shell/PowerShell;Go;Java;JavaScript;Perl;Python;Ruby;Scala
18931,HTML/CSS;PHP;Python;SQL
18932,Bash/Shell/PowerShell;C++;Java;Python;Ruby;Rust
18933,Bash/Shell/PowerShell;Java;JavaScript;Scala
18934,Python
18935,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
18936,HTML/CSS;JavaScript;Python;Ruby
18937,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL
18938,Bash/Shell/PowerShell;C;HTML/CSS;Java;Perl;Python;SQL
18939,Bash/Shell/PowerShell;C;Java;JavaScript;TypeScript
18940,Bash/Shell/PowerShell;C;C++;Java;R
18941,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL
18942,C#;SQL
18943,C;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
18944,C++;HTML/CSS;JavaScript;Python
18945,C;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
18946,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
18947,HTML/CSS;JavaScript;SQL;TypeScript
18948,HTML/CSS;Java;JavaScript;Kotlin
18949,Assembly;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
18950,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript
18951,HTML/CSS;Java;JavaScript;PHP;SQL
18952,C#;JavaScript;SQL
18953,C#;Java;SQL
18954,C#;JavaScript;SQL;TypeScript
18955,Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby;SQL
18956,HTML/CSS;JavaScript;Ruby
18957,C;Haskell;HTML/CSS;PHP;SQL;VBA
18958,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
18959,C++;Python;SQL
18960,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
18961,Go;HTML/CSS;JavaScript;Python;Ruby
18962,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;PHP;Python;SQL
18963,C++;JavaScript;TypeScript
18964,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;Swift;TypeScript
18965,Bash/Shell/PowerShell;C#;Dart;Go;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript
18966,C#;C++;Java;JavaScript;Python;TypeScript
18967,C#;HTML/CSS;JavaScript;SQL
18968,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
18969,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
18970,C#;Python;SQL
18971,HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA
18972,C;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
18973,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL
18974,C#
18975,Bash/Shell/PowerShell;JavaScript;Python
18976,Bash/Shell/PowerShell;JavaScript;Julia;Python;R;SQL
18977,HTML/CSS;JavaScript;Python;SQL;TypeScript
18978,JavaScript;Python
18979,Bash/Shell/PowerShell;Python
18980,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;SQL
18981,Java
18982,C;C#;Java;JavaScript;PHP;Python
18983,HTML/CSS;Python;R
18984,C#;HTML/CSS;JavaScript;PHP
18985,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript
18986,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript
18987,Bash/Shell/PowerShell;HTML/CSS;JavaScript
18988,Bash/Shell/PowerShell;C++;Python;SQL
18989,HTML/CSS;JavaScript;PHP;SQL;TypeScript
18990,HTML/CSS;JavaScript;PHP;Python;SQL
18991,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL
18992,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
18993,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript
18994,C#;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript
18995,SQL;VBA
18996,HTML/CSS;JavaScript;Ruby;SQL
18997,C#;HTML/CSS;Python
18998,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
18999,C#;JavaScript;Python;SQL
19000,Bash/Shell/PowerShell;JavaScript;TypeScript
19001,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;TypeScript
19002,HTML/CSS;JavaScript;SQL;TypeScript
19003,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
19004,HTML/CSS;JavaScript;PHP;SQL
19005,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;SQL
19006,Objective-C;Swift
19007,Bash/Shell/PowerShell;C;HTML/CSS;Python
19008,HTML/CSS;JavaScript;Python;TypeScript
19009,HTML/CSS;JavaScript
19010,Haskell;Java;JavaScript;Kotlin;Python;SQL;Swift
19011,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL;VBA
19012,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
19013,C#;JavaScript;TypeScript
19014,HTML/CSS;JavaScript;PHP;Python;SQL
19015,Python
19016,C#;SQL;VBA
19017,HTML/CSS;Java;JavaScript;SQL;TypeScript
19018,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;SQL;TypeScript
19019,Bash/Shell/PowerShell;Go;Java;JavaScript;Kotlin;Scala
19020,Bash/Shell/PowerShell;C#;HTML/CSS;SQL
19021,C#;C++
19022,HTML/CSS;Java;JavaScript;PHP;Python;SQL
19023,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA
19024,Java;JavaScript;Kotlin;Python;Rust
19025,Bash/Shell/PowerShell;Python
19026,C++;HTML/CSS;JavaScript;PHP;SQL;VBA
19027,HTML/CSS;Java;JavaScript;PHP;SQL
19028,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL
19029,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;TypeScript
19030,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
19031,HTML/CSS;JavaScript;Python;TypeScript
19032,HTML/CSS;JavaScript;PHP;Python;SQL
19033,Bash/Shell/PowerShell;Python;Scala;SQL
19034,C#;HTML/CSS
19035,HTML/CSS;JavaScript;PHP;SQL
19036,HTML/CSS;JavaScript;Kotlin;Objective-C;PHP;SQL
19037,Swift
19038,Bash/Shell/PowerShell;C++;Java;JavaScript;SQL;TypeScript
19039,Assembly;C;C#;HTML/CSS;Java;JavaScript;Python;Ruby
19040,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
19041,Bash/Shell/PowerShell;C;Perl;Python;SQL
19042,C#;JavaScript;SQL;TypeScript
19043,C++;HTML/CSS;JavaScript;Perl;PHP;SQL;VBA
19044,C#;SQL
19045,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;Swift;TypeScript
19046,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
19047,C#;C++;HTML/CSS;JavaScript;Python;SQL
19048,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;Rust;VBA
19049,HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript
19050,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;R;SQL;VBA
19051,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;Ruby;SQL
19052,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;TypeScript
19053,HTML/CSS;JavaScript;Python;SQL
19054,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL
19055,HTML/CSS;JavaScript;Python;Scala
19056,Python
19057,HTML/CSS;JavaScript;PHP
19058,C#
19059,Python;VBA
19060,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;VBA
19061,C#;HTML/CSS;JavaScript;SQL;TypeScript
19062,Bash/Shell/PowerShell;JavaScript;Python
19063,C#;HTML/CSS;JavaScript;Kotlin;Python;TypeScript
19064,Java
19065,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift
19066,HTML/CSS;JavaScript;Objective-C;PHP;Swift
19067,Julia
19068,HTML/CSS;JavaScript;PHP;Python;SQL
19069,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;R;Ruby;SQL
19070,C#;HTML/CSS;JavaScript;Python;SQL
19071,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
19072,C#;C++;Java;Kotlin;Python;SQL
19073,Assembly;C;C#;C++;Go;Haskell;Java;Python;Rust;SQL
19074,Java;JavaScript;SQL
19075,Bash/Shell/PowerShell;C#;SQL
19076,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
19077,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Julia;Python
19078,C;C#;C++;HTML/CSS;Java;JavaScript;SQL
19079,C#;HTML/CSS;JavaScript;TypeScript
19080,C;HTML/CSS;JavaScript;Python;Ruby;SQL
19081,C;Julia;Python;R
19082,Julia;Python
19083,HTML/CSS;JavaScript;Python
19084,HTML/CSS;Java;JavaScript;TypeScript
19085,HTML/CSS;JavaScript;TypeScript
19086,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL
19087,Bash/Shell/PowerShell;HTML/CSS;Objective-C;PHP;Python;Ruby;Swift
19088,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;Ruby
19089,HTML/CSS;JavaScript;PHP;SQL
19090,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python;Ruby;SQL
19091,HTML/CSS;JavaScript;PHP;SQL
19092,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Python;TypeScript
19093,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;SQL
19094,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;Python;SQL
19095,Bash/Shell/PowerShell;C++;Java;SQL
19096,Java;Python;SQL
19097,Bash/Shell/PowerShell;C#;Dart;JavaScript;SQL;Swift;TypeScript
19098,C++;Dart;HTML/CSS;JavaScript;Rust
19099,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
19100,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
19101,Bash/Shell/PowerShell;Python
19102,Bash/Shell/PowerShell;HTML/CSS;PHP;SQL
19103,HTML/CSS;JavaScript;PHP
19104,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL
19105,Bash/Shell/PowerShell;C;C#;C++;JavaScript;Swift
19106,Bash/Shell/PowerShell;C;Perl;SQL
19107,Java;JavaScript;Python;SQL
19108,C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;Python
19109,C;Julia;Python
19110,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript
19111,Bash/Shell/PowerShell;C#;Java;JavaScript;Python;SQL
19112,C;Java;JavaScript;PHP;SQL
19113,Assembly;Bash/Shell/PowerShell;C;PHP;Python
19114,Bash/Shell/PowerShell;C;C++;JavaScript;Rust
19115,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL
19116,C;C++;Go;HTML/CSS;Java;JavaScript;Python;Swift;TypeScript
19117,HTML/CSS;JavaScript;PHP;Python
19118,HTML/CSS;JavaScript;PHP;SQL
19119,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL;VBA
19120,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;R
19121,C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
19122,C#;TypeScript
19123,Julia;Python
19124,C++
19125,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript
19126,C#;HTML/CSS;JavaScript;SQL;TypeScript
19127,C#;HTML/CSS;JavaScript;TypeScript
19128,Bash/Shell/PowerShell;C++;Dart;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript
19129,C#;HTML/CSS
19130,Java;JavaScript;Kotlin;Objective-C;Ruby;Swift
19131,Julia
19132,Java;JavaScript;Scala
19133,R
19134,Bash/Shell/PowerShell;JavaScript;SQL;TypeScript
19135,C#;HTML/CSS;JavaScript;SQL
19136,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
19137,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
19138,Bash/Shell/PowerShell;Java;Python;Scala;SQL
19139,JavaScript;Ruby;SQL
19140,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;SQL
19141,Bash/Shell/PowerShell;Julia;Python;SQL
19142,Java;JavaScript;SQL
19143,Bash/Shell/PowerShell;C;C#;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
19144,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL
19145,C;C++;HTML/CSS;Julia;Python;SQL
19146,Bash/Shell/PowerShell;JavaScript;Python;Scala
19147,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python
19148,Go;JavaScript;Julia;Python;R
19149,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
19150,Bash/Shell/PowerShell;HTML/CSS
19151,C;SQL
19152,Julia
19153,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
19154,Julia;Python
19155,HTML/CSS;Java;Julia;TypeScript
19156,C;C++;Go;HTML/CSS;JavaScript;Python;TypeScript
19157,Bash/Shell/PowerShell;C;C++;Java;PHP;Python;R;SQL
19158,JavaScript;Python;SQL;TypeScript
19159,C#;HTML/CSS;JavaScript;SQL
19160,HTML/CSS;Java;JavaScript;R;SQL
19161,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
19162,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL
19163,Bash/Shell/PowerShell;Python;Ruby;SQL
19164,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Rust;SQL
19165,C#;HTML/CSS;JavaScript;SQL;TypeScript
19166,Assembly;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
19167,C++;Julia;Python
19168,Bash/Shell/PowerShell;C#;SQL
19169,C#;HTML/CSS;SQL
19170,JavaScript;Python;Ruby;SQL;TypeScript
19171,C#;HTML/CSS;Java;JavaScript;R;SQL
19172,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Julia;Python;SQL
19173,C#;Java
19174,C;Java
19175,HTML/CSS;JavaScript;TypeScript
19176,HTML/CSS;SQL;TypeScript
19177,HTML/CSS;Java;JavaScript;TypeScript
19178,HTML/CSS;JavaScript;Ruby;SQL
19179,Assembly;C;C#;C++;HTML/CSS;JavaScript;SQL
19180,Bash/Shell/PowerShell;HTML/CSS;R
19181,Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
19182,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Julia
19183,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Julia;Objective-C;Python;Ruby;SQL;Swift;VBA
19184,NA
19185,JavaScript;Python;Ruby
19186,HTML/CSS;JavaScript;PHP;SQL
19187,C;HTML/CSS;Julia;Python;SQL;VBA
19188,Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
19189,C#;SQL;VBA
19190,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript
19191,C#;HTML/CSS;JavaScript;PHP;SQL
19192,C#;Java;Ruby;SQL
19193,Java;SQL
19194,Java
19195,HTML/CSS;JavaScript;PHP;SQL
19196,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL
19197,C#;HTML/CSS;Java;JavaScript;PHP;Ruby;Scala;SQL
19198,HTML/CSS;Java;JavaScript
19199,C#;HTML/CSS;JavaScript;SQL
19200,Java;JavaScript;SQL
19201,HTML/CSS;JavaScript;PHP;Ruby;SQL
19202,HTML/CSS;Python;VBA
19203,Python
19204,C#;Java;JavaScript
19205,Bash/Shell/PowerShell;C;C++;Julia;Python;R
19206,Bash/Shell/PowerShell;C;C++;Julia;Python;R
19207,C#;C++;HTML/CSS;Java;JavaScript;SQL
19208,Assembly;Bash/Shell/PowerShell;C;C#;C++;Java;SQL
19209,Bash/Shell/PowerShell;C#;C++;Haskell;HTML/CSS;JavaScript;Python;Swift
19210,Bash/Shell/PowerShell;Java;JavaScript;Python;Scala
19211,Objective-C;PHP;Swift
19212,Julia;Python;SQL
19213,HTML/CSS;JavaScript;TypeScript
19214,C++;HTML/CSS;JavaScript;Python
19215,Go;Java;JavaScript
19216,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
19217,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;PHP;Python
19218,JavaScript;Ruby
19219,Assembly;Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;Python
19220,Java;JavaScript;TypeScript
19221,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA
19222,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
19223,Python
19224,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
19225,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;VBA
19226,Bash/Shell/PowerShell;JavaScript;Python;TypeScript
19227,Julia;Python
19228,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
19229,C#;Java;JavaScript;Python;SQL;VBA
19230,Bash/Shell/PowerShell;C#;JavaScript;SQL;TypeScript
19231,C++;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript
19232,HTML/CSS;Java;JavaScript;TypeScript
19233,C#;HTML/CSS;JavaScript;PHP;Python;SQL
19234,C#;HTML/CSS;JavaScript;SQL
19235,Bash/Shell/PowerShell;C;Java;JavaScript;Julia;Python;R
19236,C#;HTML/CSS;JavaScript;TypeScript
19237,HTML/CSS;JavaScript
19238,HTML/CSS;Java;JavaScript;SQL;TypeScript
19239,NA
19240,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL
19241,C#;Python
19242,HTML/CSS;Java
19243,HTML/CSS;Java;JavaScript;Kotlin
19244,C#
19245,Bash/Shell/PowerShell;C;C++;Java;Julia;Python;Rust;Scala
19246,Swift
19247,Assembly;Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Rust
19248,HTML/CSS;Python
19249,Bash/Shell/PowerShell;C;C#;Java;Python;Ruby
19250,C#;HTML/CSS;JavaScript;SQL;TypeScript
19251,HTML/CSS;Java;JavaScript;SQL;TypeScript
19252,HTML/CSS;JavaScript;Rust
19253,C#;Dart;HTML/CSS;JavaScript;PHP;SQL
19254,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;SQL;Swift
19255,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
19256,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
19257,HTML/CSS;Java;JavaScript;SQL
19258,C#;HTML/CSS;JavaScript;SQL
19259,Bash/Shell/PowerShell;C#;SQL
19260,JavaScript;Swift
19261,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL
19262,Dart;Python;R;Swift
19263,C++;Objective-C
19264,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
19265,HTML/CSS;PHP;SQL
19266,C#;HTML/CSS;JavaScript;Python
19267,Bash/Shell/PowerShell;C;Java;PHP;SQL
19268,C++;Dart;Java;JavaScript;Python;Ruby
19269,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
19270,HTML/CSS;JavaScript;TypeScript
19271,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin
19272,C++
19273,C#;HTML/CSS;JavaScript;SQL;TypeScript
19274,HTML/CSS;JavaScript;PHP
19275,Assembly;C;C#;C++;Dart;Java;JavaScript;Kotlin;Objective-C;Python;TypeScript
19276,HTML/CSS;JavaScript;Python;Rust;TypeScript
19277,Bash/Shell/PowerShell;C;HTML/CSS;Java;PHP;Python;SQL;Swift
19278,HTML/CSS;Java;JavaScript;PHP;SQL;Swift
19279,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
19280,C#;HTML/CSS;JavaScript;PHP
19281,C#;Java
19282,JavaScript
19283,C#
19284,Julia;Python
19285,HTML/CSS;JavaScript;TypeScript
19286,Bash/Shell/PowerShell;C;C++;PHP;Python
19287,C#;HTML/CSS;JavaScript;SQL
19288,C;C++;HTML/CSS;Java;PHP
19289,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
19290,Java
19291,C#;HTML/CSS;JavaScript;Python;SQL
19292,C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
19293,Bash/Shell/PowerShell;Go;Java;Python
19294,Bash/Shell/PowerShell;C;C++;Go;Java;Python
19295,C#;HTML/CSS;JavaScript;Ruby;SQL
19296,Bash/Shell/PowerShell;Java;Kotlin;Python;Ruby;SQL;TypeScript
19297,HTML/CSS;JavaScript;Python
19298,HTML/CSS;JavaScript
19299,HTML/CSS;Java;Kotlin
19300,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA
19301,Julia;Python
19302,HTML/CSS;JavaScript;PHP;Python
19303,HTML/CSS;JavaScript;PHP;SQL
19304,C;HTML/CSS;Java;Python
19305,C
19306,C#;HTML/CSS;JavaScript;SQL
19307,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
19308,Bash/Shell/PowerShell;C;C#;C++;Go;Java;JavaScript;Kotlin;Objective-C;PHP;Swift
19309,Java
19310,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript
19311,HTML/CSS;JavaScript;PHP;TypeScript
19312,HTML/CSS;Java;JavaScript;SQL;TypeScript
19313,Bash/Shell/PowerShell;Java;Python
19314,Python;R;SQL
19315,Assembly;Bash/Shell/PowerShell;Go;Perl;Python
19316,C++
19317,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript
19318,HTML/CSS;Java;JavaScript;Python
19319,C++
19320,HTML/CSS;JavaScript;Python
19321,C;C++;HTML/CSS;Java;R;SQL;VBA
19322,Python;Rust
19323,HTML/CSS;Java;JavaScript;SQL
19324,C++;Objective-C;Swift
19325,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript
19326,C#;C++;HTML/CSS;JavaScript;PHP;SQL
19327,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;VBA
19328,Go;HTML/CSS;Python;Ruby;SQL;TypeScript
19329,Dart;Java;Kotlin;SQL
19330,JavaScript
19331,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
19332,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
19333,Python;R;SQL
19334,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA
19335,HTML/CSS;Java;JavaScript;Python
19336,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
19337,C#;HTML/CSS;JavaScript;SQL;TypeScript
19338,C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
19339,Python;R
19340,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Rust;Swift;TypeScript
19341,HTML/CSS;Java;JavaScript;TypeScript
19342,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL
19343,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;VBA
19344,C#;Java;Ruby;SQL
19345,C#;Java;JavaScript;Python
19346,C#;PHP;SQL;VBA
19347,HTML/CSS;JavaScript;SQL;TypeScript
19348,TypeScript
19349,C;C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;SQL
19350,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL
19351,HTML/CSS;JavaScript
19352,C;C#;HTML/CSS;Java;JavaScript;Kotlin;SQL
19353,Bash/Shell/PowerShell;C;C#;C++;Java;JavaScript;Python;Swift
19354,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Julia;Python;Rust;SQL;Swift
19355,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Ruby;TypeScript
19356,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA
19357,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python
19358,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL
19359,Java;Kotlin
19360,HTML/CSS;JavaScript;PHP;SQL
19361,Bash/Shell/PowerShell;C#;Go;Python
19362,Go
19363,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Perl;PHP;Rust;SQL
19364,HTML/CSS;JavaScript;Python;Ruby
19365,C++;Python;R
19366,C#;Java;Kotlin;PHP;Python
19367,Java;SQL
19368,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Julia;Python;Ruby;SQL
19369,Bash/Shell/PowerShell;Java;Julia;Python;Scala
19370,Bash/Shell/PowerShell;C;C++;Python
19371,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python
19372,C
